"","knr","aar","knavn","pm2","Menn_ya_p","kvinner_ya_p","totalt_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"701","0605","2008","Ringerike (1977-2019)",13142,60.4495183731716,58.3126550868486,29.6602741647092,21.6,15.4,17.2,13.9,20.3,3.9,5.5,2.4,70044
"702","0605","2009","Ringerike (1977-2019)",13346,60.6273010478618,58.391295365333,29.6002792808518,21.8,15.3,17.6,14.1,20.9,4,5.5,2.6,74858
"703","0605","2010","Ringerike (1977-2019)",13561,60.695713281799,58.5757409440176,29.6396584044991,21.8,15.3,18.1,14.4,21.6,4.2,5.7,2.8,74692
"704","0605","2011","Ringerike (1977-2019)",14223,60.7192640089211,58.4052609946568,29.4548469564016,22.1,14.9,18.5,14.5,22.3,4.4,5.8,3.1,75224
"705","0605","2012","Ringerike (1977-2019)",14725,60.8160176138709,58.2913889266766,29.3131755370092,22.5,15.1,18.8,14.8,22.6,4.5,5.8,3.3,78437
"706","0605","2013","Ringerike (1977-2019)",15146,61.1179529282978,58.4347943722944,29.3843537414966,22.7,14.8,19,14.7,23.1,4.7,6,3.5,79989
"707","0605","2014","Ringerike (1977-2019)",16746,60.5556682214561,58.4923471107815,29.2836889008912,22.4,14.4,19.1,15,23.3,5.3,6.5,4,83714
"708","0605","2015","Ringerike (1977-2019)",17988,60.0538720538721,58.4174404521599,29.2205169628433,22.5,14.5,19.7,15.3,24.1,5.4,6.5,4.3,85686
"709","0605","2016","Ringerike (1977-2019)",19805,59.8872331856625,58.3238274172985,29.1668064830039,22.5,14.9,20.2,15.8,24.5,5.7,6.6,4.8,88808
"710","0605","2017","Ringerike (1977-2019)",22186,59.7270306258322,58.1057679499134,29.0470799760272,22.8,14.8,20.6,16,25.2,5.9,6.7,5.1,89567
"711","0612","2008","Hole (1977-2019)",17090,59.9081596608972,59.5127194553923,29.5446460334401,14.3,26.8,23.1,19.8,26.2,7.2,9.2,5.1,28464
"712","0612","2009","Hole (1977-2019)",17536,60.2299628001353,59.6763085399449,29.5683330489678,14.8,26.4,23.2,19.7,26.7,7.6,9.6,5.7,28323
"713","0612","2010","Hole (1977-2019)",17988,60.1644736842105,59.9455040871935,29.4511378848728,16.2,26.3,23.8,20.3,27.3,8,9.9,6.2,27536
"714","0612","2011","Hole (1977-2019)",19818,59.942638623327,59.526982011992,29.1042345276873,15.6,25.5,24.2,20.4,28,8.1,9.8,6.5,27442
"715","0612","2012","Hole (1977-2019)",21339,60.917770249461,58.9268292682927,28.6618158810503,15.8,25.4,24.7,21.1,28.3,8.8,10.3,7.4,27577
"716","0612","2013","Hole (1977-2019)",23590,60.5850422195416,59.0085795996187,28.7327866315952,16.4,25.9,25.4,21.9,28.8,9.1,10.4,7.8,28331
"717","0612","2014","Hole (1977-2019)",22585,59.4086021505376,58.9467200492763,29.021986353298,17.6,25.6,25.8,22,29.7,9.4,10.5,8.4,30096
"718","0612","2015","Hole (1977-2019)",24044,59.2472802117024,59.2053381862299,29.1430277694834,16.6,26.5,25.7,21.5,29.9,10.6,11.3,9.9,30535
"719","0612","2016","Hole (1977-2019)",23373,58.9316987740806,58.8745884465729,29.0675336190335,17.6,28,26.3,22,30.8,10.8,11.4,10.2,33968
"720","0612","2017","Hole (1977-2019)",27587,58.3163413923682,58.0113806528901,28.603071470762,16.8,28.2,26.3,22,30.7,11.4,11.9,10.9,35962
"721","0617","2008","Gol (-2019)",12660,57.9207920792079,56.6982408660352,28.3171885559811,19.9,14.4,15.9,12.9,18.8,2.7,3.9,1.6,125095
"722","0617","2009","Gol (-2019)",12634,58.0616346583296,56.3021519543259,28.3879539415412,20.7,14.3,15.8,12.3,19.2,2.8,3.7,1.8,119245
"723","0617","2010","Gol (-2019)",13872,58.2022471910112,56.7879325643301,28.5778075463273,20.7,14.7,16.2,12.6,19.7,2.9,3.8,2,131167
"724","0617","2011","Gol (-2019)",13568,58.4324086305592,56.844850065189,28.6089238845144,20.8,14.5,16.7,13,20.3,3.2,3.9,2.5,134991
"725","0617","2012","Gol (-2019)",14104,58.2566798072711,56.6579634464752,28.4217419777341,22,14.3,17.3,13.1,21.3,3.6,4.1,3,135526
"726","0617","2013","Gol (-2019)",14048,58.2578697714532,56.3032367972743,28.3265481037069,22.1,14.5,17.2,13,21.3,3.6,4.2,3,134396
"727","0617","2014","Gol (-2019)",13617,57.6167612396333,55.8974358974359,28.2444396458648,23.2,14.2,17.5,13.4,21.5,4.2,4.6,3.8,151176
"728","0617","2015","Gol (-2019)",14608,57.1491228070175,55.2859618717504,27.8116826503923,23.5,13.6,17.6,12.8,22.4,4.6,4.8,4.3,142570
"729","0617","2016","Gol (-2019)",14436,57.4057843996494,55.0087108013937,27.5884665792923,22.8,14.6,17.5,13,22.1,4.9,5.4,4.5,146582
"730","0617","2017","Gol (-2019)",15098,57.4098218166015,54.4353093898745,27.2766695576756,21.6,14.8,18.3,13.8,23,4.7,4.9,4.6,147034
"731","0619","2008","Ål (-2019)",11225,57.1741992101799,53.0120481927711,27.2300469483568,21.4,16.9,17,14.3,19.5,3.3,4,2.6,57789
"732","0619","2009","Ål (-2019)",11671,58.5097001763668,53.7942664418213,27.5,22.4,16.5,17.7,14.2,21,3.5,4.3,2.6,61898
"733","0619","2010","Ål (-2019)",11002,58.5801393728223,53.9983164983165,27.4614726027397,22.8,17.1,18.3,14.2,22.4,3.6,4.4,2.9,60462
"734","0619","2011","Ål (-2019)",12286,59.0771884432945,53.2163742690059,27.0316146827923,22.8,17,18.3,14,22.5,3.8,4.7,3,59428
"735","0619","2012","Ål (-2019)",14504,58.5781183482333,53.2190635451505,26.8508753427547,22.6,16.6,18.4,14,22.6,4.1,5,3.2,61233
"736","0619","2013","Ål (-2019)",12573,57.9593564775614,53.2721967486453,26.8431001890359,21.6,15.6,18.9,14.6,23.2,4.2,4.9,3.5,64365
"737","0619","2014","Ål (-2019)",13557,57.4350234341713,52.9585798816568,26.5860386165924,21.2,16.7,19.7,15.1,24.2,4.5,5.4,3.7,67500
"738","0619","2015","Ål (-2019)",12845,57.9172001707213,52.7180783817952,26.5267175572519,22.3,17.3,20,15.4,24.6,4.6,5.2,3.9,70770
"739","0619","2016","Ål (-2019)",14507,57.4850299401198,52.1281078803203,26.2576947569518,21.7,17.8,20.5,15.4,25.5,5,5.5,4.6,75016
"740","0619","2017","Ål (-2019)",15469,56.9598633646456,52.2507362221287,26.3191354100445,21.2,18.5,20.7,15.2,26.2,5,5.4,4.6,72691
"741","0620","2008","Hol (-2019)",13346,59.2374035406264,58.9261744966443,29.6755295178008,21.1,17.1,15.9,12.6,19.3,2.9,3.5,2.3,88702
"742","0620","2009","Hol (-2019)",14000,59.8375451263538,58.8075880758808,29.3905191873589,21.5,16.6,16.9,13.4,20.4,2.9,3.6,2.3,88615
"743","0620","2010","Hol (-2019)",14491,59.5850248082995,58.59410430839,29.2175486205337,22.6,16,17.5,13.9,21.1,2.9,3.4,2.4,92420
"744","0620","2011","Hol (-2019)",12785,58.9973142345569,58.404686795854,29.1039748484168,23.4,16.8,18,14.4,21.5,3.5,4.2,2.8,88742
"745","0620","2012","Hol (-2019)",12470,60.2489995553579,58.5144927536232,28.9881085932241,23.4,15.9,18.7,15.4,22,3.7,4,3.4,87237
"746","0620","2013","Hol (-2019)",12434,60,58.5923217550274,28.8219424460432,22.2,17,18.9,15.6,22.1,3.5,3.7,3.3,96116
"747","0620","2014","Hol (-2019)",12447,59.8407784166298,59.0141487905066,29.0431266846361,22.6,16.9,19.6,15.7,23.4,4.2,4.7,3.7,105290
"748","0620","2015","Hol (-2019)",14282,58.8340008900757,58.1834532374101,28.942071125028,23,16.8,19.8,15.9,23.6,4.4,4.9,4,107756
"749","0620","2016","Hol (-2019)",13612,59.0163934426229,58.5714285714286,29.1750055592617,22.9,16.8,20.2,15.8,24.6,5,5.3,4.6,118328
"750","0620","2017","Hol (-2019)",17436,58.4426946631671,58.3370386838595,28.9305402425579,22.1,17.9,20.3,15.3,25.3,5.3,5.7,4.9,121716
"751","0621","2008","Sigdal (-2019)",9462,59.495123350545,53.4531162268389,27.0147559591373,19.8,17.6,10.5,6.9,14,1.9,2.4,1.4,36470
"752","0621","2009","Sigdal (-2019)",7740,59.7819850831899,53.713009491904,27.2212790039615,20.8,15.2,10.8,6.9,14.5,2.2,2.5,1.9,36478
"753","0621","2010","Sigdal (-2019)",9165,59.8157743235463,54.2487338210467,27.43312464428,21.7,16.6,11.4,6.7,15.9,2.2,2.6,1.8,41250
"754","0621","2011","Sigdal (-2019)",7878,58.6206896551724,54.2600896860987,27.4687854710556,21.3,16.7,11.9,7.3,16.3,2.4,2.8,2.1,41894
"755","0621","2012","Sigdal (-2019)",10863,58.7864911276474,54.3624161073826,27.4964639321075,20.4,16,12.4,7.7,16.9,2.6,2.8,2.4,46284
"756","0621","2013","Sigdal (-2019)",10105,58.7664191890348,53.8332400671517,27.1905031091012,20.7,16.6,12.7,7.6,17.5,2.7,2.9,2.5,51217
"757","0621","2014","Sigdal (-2019)",11395,58.5337915234823,54.1123085649461,27.1872328298661,20.5,15,13.1,8,17.9,3,3.2,2.8,49675
"758","0621","2015","Sigdal (-2019)",10847,57.5,54.2613636363636,27.1306818181818,22,15.8,13.3,7.8,18.7,3.1,3.3,3,45226
"759","0621","2016","Sigdal (-2019)",11298,57.545045045045,54.147465437788,26.7653758542141,21.8,16.9,13.6,8.1,19.1,3.4,3.5,3.2,48400
"760","0621","2017","Sigdal (-2019)",11249,56.5782044042914,53.7261698440208,26.5562535693889,20.6,16,13.7,8.2,19.3,3.3,3.2,3.5,49689
"761","0623","2008","Modum (-2019)",11402,62.2003492617876,59.0368980612883,29.7439936983064,20.8,15.7,14.7,11.4,17.9,2.9,3.6,2.1,59647
"762","0623","2009","Modum (-2019)",11673,62.2194513715711,59.1697645600991,29.6768178993163,21.8,15,14.9,11.5,18.2,3,3.7,2.3,58885
"763","0623","2010","Modum (-2019)",12022,61.6819524327685,58.8916332201297,29.548447060646,21.2,14.9,15.3,11.9,18.7,3,3.7,2.3,59835
"764","0623","2011","Modum (-2019)",12662,61.646803900325,59.0523228893348,29.5672333848532,21,14.6,15.7,11.9,19.5,3.1,3.7,2.5,62034
"765","0623","2012","Modum (-2019)",14447,60.6914407554066,58.5190839694656,29.2238487343702,21.6,14.4,16,12.2,19.8,3.2,3.7,2.7,62611
"766","0623","2013","Modum (-2019)",13730,60.0419664268585,58.0045011252813,28.987028567144,22.3,13.8,16.3,12.3,20.2,3.4,3.7,3,62866
"767","0623","2014","Modum (-2019)",15774,59.9882231709112,57.9257513258692,28.9522126500258,22.7,13.4,16.5,12.2,20.8,3.6,4.1,3.2,63985
"768","0623","2015","Modum (-2019)",16897,60.0029120559115,57.3419392694734,28.5641213006942,22.9,13.8,17.1,12.4,21.7,3.7,4,3.4,63346
"769","0623","2016","Modum (-2019)",17913,59.5560680311329,57.1178529754959,28.3891547049442,22.5,13.8,17.3,12.7,21.9,3.9,4.1,3.7,64585
"770","0623","2017","Modum (-2019)",19407,59.0915645277577,56.5610859728507,28.1082257362542,22.1,13.8,17.5,12.8,22.3,3.9,4.1,3.8,66525
"771","0624","2008","Øvre Eiker (-2019)",13978,60.4109589041096,57.9609972846211,29.1098437887429,18.8,18.7,15.6,12.7,18.4,3.1,4.4,1.9,47677
"772","0624","2009","Øvre Eiker (-2019)",13407,60.5276013678554,58.0372457730948,28.9724770642202,19.4,17.9,16,12.9,19.2,3.2,4.4,2.1,49694
"773","0624","2010","Øvre Eiker (-2019)",14153,60.3994737471594,58.2434887946699,28.9359653346172,19.4,17.8,16.6,13,20.2,3.4,4.4,2.4,49710
"774","0624","2011","Øvre Eiker (-2019)",16140,60.5781559622334,58.325404376784,28.8691352210514,19.3,17.9,17,13.4,20.7,3.6,4.5,2.6,52809
"775","0624","2012","Øvre Eiker (-2019)",16971,60.1629696695337,58.6721025043681,28.9133804029619,19.3,17.6,17.5,13.6,21.4,3.8,4.6,3,54575
"776","0624","2013","Øvre Eiker (-2019)",18738,59.9598930481283,58.4776663628077,28.9094186570527,19.6,17.8,18.1,14,22.2,3.8,4.6,3.1,52930
"777","0624","2014","Øvre Eiker (-2019)",19072,59.8572996706915,58.3948234759905,28.7069590936994,19.2,17.8,18.6,14.6,22.8,4.4,4.9,3.9,55421
"778","0624","2015","Øvre Eiker (-2019)",20571,59.7737408898075,58.5123219534253,28.6933865513609,18.5,18.3,18.9,14.6,23.4,4.8,5.2,4.3,50382
"779","0624","2016","Øvre Eiker (-2019)",21946,59.2724525043178,58.2708869253998,28.6185113979676,18.6,18,19.5,15.3,23.9,5.1,5.5,4.6,51582
"780","0624","2017","Øvre Eiker (-2019)",23357,59.3284764016471,58.090419095809,28.4505979959056,17.9,18.3,20.1,15.4,25,5.1,5.7,4.6,50498
"781","0625","2008","Nedre Eiker (-2019)",14815,61.4070351758794,59.2625818605903,29.902227050516,16.5,19.5,16.1,14.3,17.9,2.6,3.3,1.9,80828
"782","0625","2009","Nedre Eiker (-2019)",15092,61.2250429126389,59.1849418449791,29.8495432563138,17.1,19.1,16.5,14.5,18.4,2.7,3.4,2,82621
"783","0625","2010","Nedre Eiker (-2019)",16811,60.968660968661,58.9175032736796,29.74831401243,17.8,19.2,16.5,14.4,18.7,2.8,3.3,2.2,85669
"784","0625","2011","Nedre Eiker (-2019)",18275,60.764163372859,58.5327783558793,29.454117031025,17.6,19.4,17.2,14.8,19.5,3.1,3.6,2.5,85488
"785","0625","2012","Nedre Eiker (-2019)",19713,60.4829667960328,58.4897574355018,29.3353967844553,17.5,19.6,17.7,15.1,20.3,3.2,3.8,2.7,86252
"786","0625","2013","Nedre Eiker (-2019)",20743,60.1571742437046,58.1992207352194,29.0651438240271,18,18.8,18.2,15.4,20.8,3.5,4,2.9,85531
"787","0625","2014","Nedre Eiker (-2019)",21766,59.9781347237406,58.1208053691275,29.0957960606442,18.2,18.5,18.6,15.8,21.4,4,4.5,3.5,84944
"788","0625","2015","Nedre Eiker (-2019)",22110,59.7375633253052,58.01205316602,29.0924898567525,17.9,18.7,19.2,16,22.4,4.3,4.7,3.9,88373
"789","0625","2016","Nedre Eiker (-2019)",24509,60.0950897614559,58.3060824068018,29.1924194670705,18.5,19.1,19.4,16.2,22.5,4.4,4.8,4,97457
"790","0625","2017","Nedre Eiker (-2019)",26249,60.0613695090439,58.4076536403438,29.1447528117162,18.3,19.3,19.8,16.3,23.3,4.8,5.3,4.2,106246
"791","0626","2008","Lier (-2019)",18401,60.2060584712927,58.5419605077574,29.2555066079295,15.7,27.6,21.8,18.5,25.1,6.7,9,4.4,81944
"792","0626","2009","Lier (-2019)",17179,59.7632105858797,58.422624275426,29.0823241376295,15.7,27,22.1,18.5,25.6,6.8,8.9,4.8,83595
"793","0626","2010","Lier (-2019)",19139,59.4930204675859,58.421052631579,29.1013022736064,16.1,27.2,22.8,19,26.5,7,9,5.1,87905
"794","0626","2011","Lier (-2019)",20390,59.4228504122497,58.2863006670087,28.9058524173028,16.1,27.3,23.3,19.4,27.1,7.3,9.1,5.5,88182
"795","0626","2012","Lier (-2019)",21581,59.2589563225912,58.2210693665802,28.7794184555569,16.3,27.5,23.7,19.8,27.6,7.8,9.4,6.1,85401
"796","0626","2013","Lier (-2019)",23041,59.2554373710113,58.1997533908755,28.5910430884788,16.6,26.5,24.3,20.1,28.6,8,9.7,6.3,86846
"797","0626","2014","Lier (-2019)",24597,58.9988267500978,58.0952380952381,28.591857000993,16.3,26.7,24.5,20.1,29.1,8.7,10.2,7.2,93974
"798","0626","2015","Lier (-2019)",26528,59.0517575851633,57.8176286926587,28.4577192844196,16.6,27,24.7,20.1,29.4,9.3,10.6,8,88105
"799","0626","2016","Lier (-2019)",27421,59.166221272047,57.8439132499604,28.4015389996502,16.4,27.3,25.2,20.7,29.7,9.6,10.7,8.4,95801
"800","0626","2017","Lier (-2019)",31014,59.1298363664169,57.7317959248144,28.3993783993784,16.3,27.4,25.3,20.9,29.7,9.8,10.8,8.7,90622
"801","0627","2008","Røyken (-2019)",18434,60.2271486294638,59.2351774300198,29.4827491635127,13,29.8,21.5,18.7,24.3,6.1,7.4,4.8,38510
"802","0627","2009","Røyken (-2019)",18705,59.6664542171234,59.0787359400107,29.4149021281135,13.2,29.5,21.7,18.7,24.7,6.4,7.7,5.1,41554
"803","0627","2010","Røyken (-2019)",19233,59.4705326189726,58.88,29.2156240076215,13.1,29.1,22.4,19,25.6,6.6,7.8,5.4,41818
"804","0627","2011","Røyken (-2019)",21469,59.4594594594595,58.4221525600836,29.0230481727575,13.5,29,23,19.5,26.6,6.7,7.8,5.7,41018
"805","0627","2012","Røyken (-2019)",21710,59.2675256163133,58.5190510424155,29.0803307134837,12.9,27.7,23.3,19.3,27.2,7.3,8.3,6.2,41659
"806","0627","2013","Røyken (-2019)",22991,59.4162887004536,58.4641706924316,28.9321645582229,13.3,27.2,23.6,19.5,27.7,7.5,8.5,6.6,40467
"807","0627","2014","Røyken (-2019)",23760,59.1658676893576,58.5712883917182,28.9462198729451,13.5,26.9,23.9,19.8,28.1,8.1,8.9,7.4,40805
"808","0627","2015","Røyken (-2019)",25320,59.0429540316503,58.4628670120898,28.9618785055614,14.1,26.8,24.3,20.1,28.6,8.5,8.9,8.1,41649
"809","0627","2016","Røyken (-2019)",27179,59.1369157158631,58.1325301204819,28.7362739624046,13.8,27.2,24.7,20.5,28.9,8.8,9.1,8.4,42657
"810","0627","2017","Røyken (-2019)",29522,58.9141004862237,58.0323325635104,28.6443846609822,14.2,27.5,24.8,20.6,29.1,9.2,9.4,9,43439
"811","0628","2008","Hurum (-2019)",16431,60.7103218645949,58.3444001770695,29.2142303003436,17.6,22.1,18.4,16.1,20.7,4,5.6,2.4,38305
"812","0628","2009","Hurum (-2019)",15986,59.9197503343736,58.2188746123172,29.2,18.2,21.6,18.5,15.8,21.1,4.4,6.1,2.8,37407
"813","0628","2010","Hurum (-2019)",16391,59.7609561752988,58.2504970178926,29.1542288557214,17.6,21,18.7,15.9,21.5,4.6,6.1,3.2,37675
"814","0628","2011","Hurum (-2019)",17811,58.9799476896251,58.0030654696737,28.9350081922447,17.3,21.4,19,15.9,22,4.9,6.3,3.6,41204
"815","0628","2012","Hurum (-2019)",17996,58.5599303893844,57.279860505667,28.6118671747414,17.4,20.9,19.1,16.1,22,5,6.2,3.9,42730
"816","0628","2013","Hurum (-2019)",19572,58.0486763450043,56.4157860685788,28.0656581911812,17.7,20,19.3,16,22.5,5.1,6.1,4,46745
"817","0628","2014","Hurum (-2019)",20385,57.4540794532251,55.9595524956971,27.8778135048232,17.9,20.2,19.6,16.3,23,5.4,6.3,4.6,51556
"818","0628","2015","Hurum (-2019)",19970,56.9195013733361,55.8506044905009,27.6241324079018,17.5,19.6,19.9,16.1,23.9,5.8,6.5,5.2,48819
"819","0628","2016","Hurum (-2019)",21904,56.9412260374974,56.1723103300471,27.8444704132583,17.4,20.2,20.4,16.8,24,6.1,6.7,5.5,50345
"820","0628","2017","Hurum (-2019)",25768,57.7698446031079,56.063829787234,27.8482350454449,17.8,19.8,20.6,16.8,24.4,6.4,6.8,6.1,45550
"821","0701","2008","Horten (2002-2019)",15409,59.8558471007451,57.6627450980392,29.2931707705793,20.6,16.9,20.8,18.9,22.6,5,7.1,2.8,56060
"822","0701","2009","Horten (2002-2019)",16641,59.9570200573066,57.6586348493066,29.2175415178046,21.3,16.9,21.5,19.2,23.6,5.2,7.4,3.1,56772
"823","0701","2010","Horten (2002-2019)",17020,59.5576619273302,57.551083115686,29.1767271594361,21.4,16.6,21.8,19.3,24.1,5.2,7.3,3.3,58469
"824","0701","2011","Horten (2002-2019)",17826,59.5486381322957,57.3866221750341,29.0636042402827,22.1,16.6,22.1,19.6,24.5,5.4,7.3,3.6,58546
"825","0701","2012","Horten (2002-2019)",18926,59.2936660268714,57.0019575365156,28.7794123237161,22.4,16.4,22.6,19.9,25.3,5.7,7.6,3.9,60930
"826","0701","2013","Horten (2002-2019)",19510,59.2953806607696,56.9269898264512,28.6144012032337,22.1,16.1,22.8,20.1,25.4,5.8,7.5,4.2,60682
"827","0701","2014","Horten (2002-2019)",19979,59.1168519074797,56.7919612951247,28.5222982318418,21.6,16.6,23,20.2,25.7,6.3,8,4.8,62508
"828","0701","2015","Horten (2002-2019)",21246,58.8169309003889,57.0467814647846,28.6919674385756,21.8,16.3,23.4,20.6,26.2,6.7,8.3,5.3,64109
"829","0701","2016","Horten (2002-2019)",22670,58.9720868409393,56.7908477559402,28.4936345573626,21.3,16.7,24.1,21.1,27.1,6.9,8.3,5.4,70786
"830","0701","2017","Horten (2002-2019)",24574,58.7153931339978,56.6595884894193,28.4464377619293,21.6,16.3,24.4,21.3,27.4,7.2,8.7,5.8,71563
"831","0704","2008","Tønsberg (1988-2019)",19096,61.5633795337475,57.8008383600859,29.4506811137447,22.1,18.1,23.7,20.3,26.8,6.2,8.3,4.3,101971
"832","0704","2009","Tønsberg (1988-2019)",19528,61.4323773703181,58.0142633149563,29.4752531222696,22.2,18.2,24.1,20.4,27.5,6.5,8.5,4.7,99868
"833","0704","2010","Tønsberg (1988-2019)",20226,61.0138773819387,58.5041136873598,29.8041506845835,21.6,18.6,24.7,21.1,28,6.9,8.7,5.2,99249
"834","0704","2011","Tønsberg (1988-2019)",21324,60.6941164390595,58.4812623274162,29.8304743699381,21.7,18.5,25,21.3,28.5,7.2,8.9,5.6,100421
"835","0704","2012","Tønsberg (1988-2019)",22111,60.6378200329391,58.5271317829457,29.6973719792512,21.6,18.4,25.6,21.7,29.2,7.4,9,5.8,102380
"836","0704","2013","Tønsberg (1988-2019)",23075,60.577915376677,58.4442316898037,29.6054705497224,22,18.2,26.1,22.2,29.8,7.7,9.2,6.2,98493
"837","0704","2014","Tønsberg (1988-2019)",23534,60.5050209612947,58.4189009317361,29.5764139590854,22,18.4,26.4,22.3,30.3,8.2,9.5,7,105088
"838","0704","2015","Tønsberg (1988-2019)",25604,60.2911404608117,58.5954472466232,29.5968511450382,22.1,18.9,26.8,22.5,30.9,8.6,9.9,7.5,112393
"839","0704","2016","Tønsberg (1988-2019)",26150,60.1129510864363,58.4744177345431,29.5746995931498,21.6,19,27.3,22.8,31.6,9,10.1,7.9,117999
"840","0704","2017","Tønsberg (1988-2019)",28576,60.2271191023388,58.5499978003607,29.6269088642536,21.2,19.4,27.6,23.1,31.9,9,10,8,115242
"841","0711","2008","Svelvik (1964-2019)",13246,59.3604470661285,59.4077729796422,29.8004022899582,16.9,18.1,15.4,13.3,17.4,2.3,3.1,1.4,28122
"842","0711","2009","Svelvik (1964-2019)",13441,59.3304401735896,59.2329106093412,29.6485524074934,18,18.8,15.7,13.2,18.1,2.3,3.2,1.5,28853
"843","0711","2010","Svelvik (1964-2019)",14454,59.1558038485413,58.7854500616523,29.492731209403,18.7,18.4,16.2,13.4,19,2.5,3.2,1.7,28828
"844","0711","2011","Svelvik (1964-2019)",15544,59.6808837066585,58.7017001545595,29.242377579304,17.8,18.6,16.6,13.2,19.9,2.7,3.5,1.9,28721
"845","0711","2012","Svelvik (1964-2019)",16977,59.2794429306691,58.1452104942038,28.9621638048929,18.4,18.1,16.6,13,20.1,3,3.8,2.3,30115
"846","0711","2013","Svelvik (1964-2019)",17049,59.7928723728297,58.3206571341649,29.1780821917808,19,17.1,17,12.9,21,3.1,3.9,2.4,32858
"847","0711","2014","Svelvik (1964-2019)",16696,59.9149711509262,58.5031944021905,29.2249240121581,19.4,17.3,17.3,13.5,21.2,3.5,4.2,2.8,32472
"848","0711","2015","Svelvik (1964-2019)",19855,59.7539015606242,58.0299785867238,28.7380699893955,19.4,17.2,17.9,13.8,22,3.7,4.4,3,33187
"849","0711","2016","Svelvik (1964-2019)",21767,59.3665158371041,57.7987230161143,28.7855844942459,18.6,17.3,18.4,14.5,22.3,3.8,4.2,3.3,34500
"850","0711","2017","Svelvik (1964-2019)",23353,59.5802098950525,58.1374321880651,28.9944385991282,19.2,17.6,18.7,14.6,22.9,3.8,4.3,3.3,34175
"851","0713","2008","Sande (Vestfold) (-2019)",16234,58.9281242173804,57.5636545182227,28.8286035754469,16.8,21.1,16.8,13.4,20,3.2,4.1,2.4,34439
"852","0713","2009","Sande (Vestfold) (-2019)",14816,58.9027675728631,57.5889615105301,28.9627465303141,16.8,20.8,16.8,13.6,20,3.3,4,2.7,35601
"853","0713","2010","Sande (Vestfold) (-2019)",15994,58.4356197352587,57.3770491803279,28.6643381910153,16.9,21,17.4,13.9,20.9,3.4,4.1,2.8,37114
"854","0713","2011","Sande (Vestfold) (-2019)",16503,58.1813931743805,57.5394024935309,28.6786258646969,16.6,20.8,18.1,14.5,21.7,3.6,4.4,2.8,37731
"855","0713","2012","Sande (Vestfold) (-2019)",18201,58.4788602941177,57.3706099815157,28.6059907834101,16.1,20.9,18.7,14.6,22.7,3.7,4.3,3.1,43611
"856","0713","2013","Sande (Vestfold) (-2019)",18614,58.4761045987376,57.7631279836326,28.7606112054329,17.2,20.4,19.1,15.3,22.9,3.9,4.5,3.4,44721
"857","0713","2014","Sande (Vestfold) (-2019)",20621,58.3056845830569,57.2535991140642,28.6077910579903,17.5,20.3,19.4,15.5,23.2,4.6,4.9,4.3,45590
