"","knr","aar","knavn","pm2","Menn_ya_p","kvinner_ya_p","totalt_ya_p","inc_k1","inc_k5","uni_k_mf","uni_k_m","uni_k_f","uni_l_mf","uni_l_m","uni_l_f","Trade_p"
"530","0437","2017","Tynset (-2019)",12041,57.0140641904075,54.9270722162931,27.6504297994269,22.2,16.2,22.7,15.7,29.4,6.1,6.6,5.7,111956
"531","0501","2008","Lillehammer (-2019)",16226,58.9258638576331,57.9539448848622,29.7796399751707,22.5,16.9,25.9,21.1,30.2,7.4,10.4,4.6,91182
"532","0501","2009","Lillehammer (-2019)",16803,58.8898525585429,57.9986588182699,29.8191847992645,22,17.2,26.2,21.4,30.5,7.7,10.6,5,92385
"533","0501","2010","Lillehammer (-2019)",17337,59.08026233604,58.1669490901054,29.9268412872901,21.9,17.3,26.8,22,31.2,8,10.8,5.5,93722
"534","0501","2011","Lillehammer (-2019)",19514,59.1304347826087,57.9869987583084,29.8784388995521,21.5,17.3,27.3,22.5,31.7,8.3,11,5.9,96398
"535","0501","2012","Lillehammer (-2019)",21045,59.0222971419815,57.7366195129065,29.5834111713058,21.9,17.3,27.6,22.8,31.9,8.6,11.2,6.1,97735
"536","0501","2013","Lillehammer (-2019)",21283,58.9258351210542,57.5590665313814,29.5791433891993,20.4,17.9,28.1,23.1,32.7,8.9,11.4,6.7,98806
"537","0501","2014","Lillehammer (-2019)",21105,59.0926362185576,58.0142764438676,29.7691283113808,20.9,17.9,28.3,23.2,33.1,9.5,11.8,7.3,104326
"538","0501","2015","Lillehammer (-2019)",21887,59.2964824120603,57.7289324837116,29.5347985347985,20.3,18.4,28.7,23.6,33.5,9.7,11.9,7.6,106740
"539","0501","2016","Lillehammer (-2019)",23414,59.291837495341,57.8266126164569,29.5930994322318,20.5,18.8,29.2,24,34.1,10,12,8.2,109552
"540","0501","2017","Lillehammer (-2019)",25712,59.3950571744744,57.9713201180936,29.6857564522515,20.6,19.1,29.5,24.4,34.2,10.5,12.3,8.8,110806
"541","0502","2008","Gjøvik (-2019)",12599,60.8410743861165,57.8673511863466,29.4724568036465,22.8,14.5,19.5,16.2,22.6,4.2,5.6,3,81033
"542","0502","2009","Gjøvik (-2019)",13329,60.8871827681808,57.7557755775578,29.3593373178148,23,14.4,19.9,16.3,23.3,4.5,5.8,3.2,82650
"543","0502","2010","Gjøvik (-2019)",13739,60.3655536028119,57.8315731724043,29.2741347589128,23.3,14.7,20.4,16.6,23.9,4.7,5.9,3.5,84169
"544","0502","2011","Gjøvik (-2019)",14819,60.0938638274026,57.7629609470676,29.3021329467799,23.2,14.6,20.7,17,24.3,4.9,6,3.9,85469
"545","0502","2012","Gjøvik (-2019)",15021,60.4210087536474,57.4486763911399,29.1315663310732,23.3,14.2,21.2,17.3,24.9,5.1,6.1,4.1,88405
"546","0502","2013","Gjøvik (-2019)",15485,60.2399725745629,57.5833220887869,29.023701839698,23.7,14.2,21.7,17.6,25.6,5.3,6.3,4.3,90447
"547","0502","2014","Gjøvik (-2019)",16428,59.8290018321232,57.8326970732034,29.1054334636646,23.2,14.7,22.3,18.2,26.3,5.8,6.8,4.9,94848
"548","0502","2015","Gjøvik (-2019)",17747,59.8370508882062,57.6048777254954,28.9126168379736,23,15.1,22.8,18.6,26.9,6,6.9,5.2,95303
"549","0502","2016","Gjøvik (-2019)",19521,59.5089581950896,57.2509457755359,28.622623353353,22.9,16,23.2,18.8,27.5,6.4,7.1,5.7,97039
"550","0502","2017","Gjøvik (-2019)",20323,59.3715000988207,57.0541611624835,28.4903855668063,22.7,15.9,23.5,19.3,27.6,6.4,7,5.8,97574
"551","0516","2008","Nord-Fron (1977-2019)",8246,58.1331503088538,57.2073636679403,28.4308648368721,23.9,14.5,13.8,10.1,17.5,2.2,2.9,1.4,77429
"552","0516","2009","Nord-Fron (1977-2019)",9114,58.1252138214164,56.8995481404241,28.2241379310345,23.6,13.6,14,10.1,17.8,2.3,3,1.7,77274
"553","0516","2010","Nord-Fron (1977-2019)",10572,57.381520627344,56.1562608998954,27.7586206896552,23.4,13.5,14.2,10.2,18.1,2.4,2.9,1.9,74574
"554","0516","2011","Nord-Fron (1977-2019)",9780,57.9445571331981,56.0848400556328,27.6482687692835,23.5,12.5,14.7,10.6,18.8,2.6,3.1,2,74756
"555","0516","2012","Nord-Fron (1977-2019)",11362,57.6962283384302,55.3862140630412,27.4271012006861,23.6,13.4,15.3,10.9,19.8,2.6,3.1,2.2,74414
"556","0516","2013","Nord-Fron (1977-2019)",10223,57.1379781420765,55.5363918592618,27.629998283851,23.8,14.6,15.9,11,20.7,2.7,3.1,2.4,77227
"557","0516","2014","Nord-Fron (1977-2019)",11060,56.0386473429952,55.4237879316359,27.5628794449263,23.7,14.8,16.1,11.4,20.9,3,3.3,2.6,82730
"558","0516","2015","Nord-Fron (1977-2019)",11182,55.968352253182,54.7593958552863,27.0941953423705,24.1,14.5,16.3,10.9,21.8,3.1,3.6,2.7,78669
"559","0516","2016","Nord-Fron (1977-2019)",11573,56.1009332872451,54.4241573033708,26.9987807002264,24.1,14.4,16.7,11.5,22.1,3.1,3.3,2.9,81642
"560","0516","2017","Nord-Fron (1977-2019)",12335,55.824403733149,53.7455830388693,26.5769701205661,25.3,14,17.4,12.1,22.7,3.1,3.3,2.9,91746
"561","0517","2008","Sel (1908-2019)",8490,57.4172185430464,55.2763819095477,27.4771024146545,22.5,11.1,12.5,9.1,15.9,1.9,2.5,1.3,87315
"562","0517","2009","Sel (1908-2019)",9031,57.227919285478,55.2473262032086,27.4812967581047,23.8,10,12.8,9.1,16.4,2.2,2.6,1.7,87416
"563","0517","2010","Sel (1908-2019)",9579,56.773766147731,55.4026845637584,27.521253542257,24,10.7,13.1,9.5,16.8,2.3,2.9,1.8,86822
"564","0517","2011","Sel (1908-2019)",10109,57.0394736842105,54.9257759784076,27.1152564956696,23.5,10.5,13.8,10.1,17.6,2.3,2.8,1.9,86014
"565","0517","2012","Sel (1908-2019)",9243,56.9499341238472,55.1082543978349,27.1862483311081,24.2,10.4,14.7,10.5,18.9,2.4,2.9,2,90203
"566","0517","2013","Sel (1908-2019)",10082,56.9813829787234,54.6875,27.0497311827957,24.8,11.3,14.8,10.6,19.2,2.5,3,2,85830
"567","0517","2014","Sel (1908-2019)",11321,57.2422936692078,55.1910720324653,27.3183796451289,25.1,11,14.9,10.7,19.4,2.8,3,2.5,89256
"568","0517","2015","Sel (1908-2019)",10405,57.1334431630972,54.8805460750853,26.9572506286672,25.2,11,15.1,10.7,19.8,3.1,3.3,2.8,92473
"569","0517","2016","Sel (1908-2019)",11452,57.0099667774086,53.7777777777778,26.5037910699242,25.3,11.1,15.4,11,19.9,3.4,3.6,3.1,91530
"570","0517","2017","Sel (1908-2019)",11597,56.9369973190349,53.3083219645293,26.419878296146,23.9,11.6,16,11.3,20.7,3.2,3.5,3,90485
"571","0520","2008","Ringebu (-2019)",8349,58.3992963940194,54.251550044287,27.0300088261253,23.2,13.3,12.9,9.5,16.2,2.8,3.2,2.4,56211
"572","0520","2009","Ringebu (-2019)",8780,58.4249890013198,54.5936395759717,27.2426713687459,24.7,12.3,13,9.6,16.4,3,3.2,2.8,63542
"573","0520","2010","Ringebu (-2019)",8163,58.0376697328077,54.0097474523704,26.8502202643172,25,13.1,13.5,9.8,17.1,3.1,3.3,2.8,65671
"574","0520","2011","Ringebu (-2019)",9110,59.0265486725664,53.9634146341463,27.1949078138718,24.4,12.3,14.1,10.2,18,2.9,3,2.7,67094
"575","0520","2012","Ringebu (-2019)",9624,58.6994727592267,54.0481400437637,27.0773953080465,24.1,12.2,14.3,9.9,18.7,2.9,2.9,2.9,68475
"576","0520","2013","Ringebu (-2019)",9427,58.5376727596968,54.1056369285397,27.1129893238434,25.9,13.2,14.4,10.1,18.5,2.9,2.8,3,71422
"577","0520","2014","Ringebu (-2019)",9321,58.2631812140009,53.7086684539768,26.7408231368187,25.4,12.1,14.9,10.9,19,3.2,3,3.4,74928
"578","0520","2015","Ringebu (-2019)",9567,58.0905423576871,52.8725314183124,26.418479479704,26.1,13.3,15.2,10.8,19.8,3.4,3.6,3.3,77230
"579","0520","2016","Ringebu (-2019)",10893,57.850133809099,53.2882882882883,26.5127745405648,25.4,13.1,15.8,11.2,20.5,3.6,3.5,3.7,90473
"580","0520","2017","Ringebu (-2019)",11665,57.3653760569648,52.8159645232816,26.4549089293647,24.2,14.3,16.2,11.1,21.3,3.7,3.4,4,83582
"581","0521","2008","Øyer (-2019)",12158,58.3631307111641,55.9286898839138,27.3686346114831,18.6,16,16.1,12.2,20.2,3.5,4.4,2.6,46868
"582","0521","2009","Øyer (-2019)",11173,59.0818363273453,56.2189054726368,27.5777913361806,19.1,15,16.4,12.4,20.7,3.6,4.6,2.5,52592
"583","0521","2010","Øyer (-2019)",14455,59.4743036484896,56.5022421524664,27.7089164334266,21.1,14.6,16.5,12.3,20.9,3.7,4.5,2.9,52857
"584","0521","2011","Øyer (-2019)",13649,59.7003457548982,56.8501406187224,27.7886881382561,20.8,14.3,17,12.6,21.6,3.9,4.8,3,51379
"585","0521","2012","Øyer (-2019)",14679,60.2834163155879,56.4009661835749,27.4975466143278,22.3,14,17.3,12.7,22.2,4.1,5,3.2,53836
"586","0521","2013","Øyer (-2019)",14981,60.6938619900877,56.3130294473578,27.3618188945512,22.5,15.3,17.7,13.1,22.5,4.1,4.9,3.2,55711
"587","0521","2014","Øyer (-2019)",15109,60.5828220858896,56.204673650282,27.4066797642436,22.3,14.9,18.4,13.6,23.4,4.7,5.5,3.9,58853
"588","0521","2015","Øyer (-2019)",14630,60.7919254658385,56.7296102852551,27.8775913129319,22.4,15.2,18.6,13.2,24.1,5,5.6,4.3,62591
"589","0521","2016","Øyer (-2019)",15639,60.419091967404,56.7535070140281,27.9179810725552,21.5,15.7,19,13.6,24.7,5.1,5.6,4.5,65847
"590","0521","2017","Øyer (-2019)",16338,60.2787456445993,56.6626650660264,27.8630460448642,21.7,15.5,19.6,13.8,25.6,5.5,6.4,4.5,72266
"591","0522","2008","Gausdal (1962-2019)",9835,57.0123939986954,55.5337904015671,27.7533039647577,21.3,14.3,12.5,8.3,16.6,2.5,3,2.1,38908
"592","0522","2009","Gausdal (1962-2019)",10852,57.2967678746327,55.2509907529723,27.4667542275488,21.4,13.9,13.2,9.1,17.3,2.7,3.2,2.2,41660
"593","0522","2010","Gausdal (1962-2019)",10890,57.1936631102489,55.755985569039,27.6782806903289,20.3,13.4,14,9.6,18.4,2.9,3.4,2.4,42857
"594","0522","2011","Gausdal (1962-2019)",12166,56.7837576538833,55.4641211323239,27.4385279270477,21.9,13.4,14.8,10.1,19.5,2.7,3.1,2.4,44211
"595","0522","2012","Gausdal (1962-2019)",12770,56.0702875399361,55.1815181518152,27.1428571428571,20.7,13.6,14.9,10.5,19.4,2.9,3,2.9,45311
"596","0522","2013","Gausdal (1962-2019)",12965,56.111645813282,54.6296296296296,26.9011561634913,20.6,13.9,15.2,10.6,19.9,3.3,3.3,3.3,47950
"597","0522","2014","Gausdal (1962-2019)",12113,56.4207221350078,54.4888597640891,26.6634599967933,19.7,13.3,15.7,10.7,20.7,3.5,3.6,3.5,48844
"598","0522","2015","Gausdal (1962-2019)",13638,56.5586662472476,55.031342791158,26.8599033816425,19.4,13.3,16.6,11.2,22.1,3.7,3.8,3.6,51683
"599","0522","2016","Gausdal (1962-2019)",12584,57.0625,54.8728113643872,26.6741609121567,19.3,13.9,16.9,11.5,22.5,3.8,3.9,3.8,53068
"600","0522","2017","Gausdal (1962-2019)",14697,57.2595851665619,55.0628722700199,26.8214055448098,18.9,14,17.1,11.5,23,3.9,4,3.9,53225
"601","0528","2008","Østre Toten (-2019)",9440,59.0280687054881,56.0153466703206,28.2730479286258,21.2,14.9,16,12,19.9,2.9,3.8,2,40938
"602","0528","2009","Østre Toten (-2019)",10890,59.2313067784766,56.0131344917225,28.3047566371681,21.2,14.6,16.1,12,20,3,3.8,2.2,43406
"603","0528","2010","Østre Toten (-2019)",11162,59.2561638111158,55.7160376073034,28.1650365064058,21.4,14.6,16.4,12,20.7,3.1,3.8,2.4,43303
"604","0528","2011","Østre Toten (-2019)",11687,59.1718426501035,56.0674004620193,28.2525335524514,22.5,14.3,16.8,12.2,21.3,3.2,3.9,2.6,43241
"605","0528","2012","Østre Toten (-2019)",12889,58.8371459694989,55.7746859381332,27.9989150335661,22.4,14,17.1,12.4,21.8,3.4,4,2.9,42586
"606","0528","2013","Østre Toten (-2019)",12793,58.9285714285714,56.0075942500678,27.9696600297982,22.2,13.5,17.6,12.8,22.4,3.5,3.9,3,43011
"607","0528","2014","Østre Toten (-2019)",13603,58.4961595472308,55.7504078303426,27.7525884821006,22.8,14,17.9,13.1,22.6,3.9,4.3,3.5,42946
"608","0528","2015","Østre Toten (-2019)",14072,58.7523527830062,55.4226692035879,27.5615031089484,22.9,14,18.2,13.4,23.1,4,4.3,3.8,44467
"609","0528","2016","Østre Toten (-2019)",14705,58.9682223108629,55.2200406228842,27.3581108278546,21.8,14.7,18.7,13.7,23.9,4.5,4.7,4.2,45760
"610","0528","2017","Østre Toten (-2019)",16012,59.3775046753941,55.0601270098635,27.3728756633304,21.3,14.9,19.1,13.9,24.4,4.5,4.6,4.3,46351
"611","0529","2008","Vestre Toten (-2019)",10092,60.6008178672539,57.9416918910307,28.785120696478,19.4,14,15.1,12.1,18.1,2.3,3.4,1.3,44665
"612","0529","2009","Vestre Toten (-2019)",10267,60.8163265306122,57.6134930643127,28.7478370300456,20,13,15.4,12.1,18.8,2.5,3.5,1.5,47145
"613","0529","2010","Vestre Toten (-2019)",10827,60.3723404255319,57.2750078394481,28.6061080657792,19.7,12.8,15.4,12.1,18.7,2.5,3.4,1.6,47061
"614","0529","2011","Vestre Toten (-2019)",11090,59.8688319800125,56.7744960150023,28.3761618370694,19.4,12.8,15.6,12,19.2,2.7,3.4,1.9,47306
"615","0529","2012","Vestre Toten (-2019)",12026,59.3160012380068,56.6037735849057,28.3106435643564,20.2,12.1,15.8,11.7,20,2.7,3.3,2,47377
"616","0529","2013","Vestre Toten (-2019)",12351,59.1153432652434,56.4118372379778,28.1560120009231,21.5,12.1,16.3,12.1,20.5,2.7,3.2,2.2,48901
"617","0529","2014","Vestre Toten (-2019)",12940,58.954089388872,56.2875173156842,27.9694072657744,21.5,12.2,16.9,12.5,21.2,3.1,3.5,2.7,53792
"618","0529","2015","Vestre Toten (-2019)",13781,58.9483255038642,56.1117045627957,27.9577250608272,20.5,12.6,17.2,12.7,21.7,3.3,3.6,2.9,55658
"619","0529","2016","Vestre Toten (-2019)",14289,58.8931008339651,55.7630979498861,27.8603945371775,20.1,13.6,17.7,13.1,22.4,3.4,3.6,3.1,56695
"620","0529","2017","Vestre Toten (-2019)",15267,59.136712287562,55.5130168453293,27.5058805675696,20.1,13.3,18,13.2,22.9,3.7,3.8,3.5,57136
"621","0532","2008","Jevnaker (-2019)",12312,58.9005235602094,56.6875,28.9961636828645,20.3,15.5,15.5,12.3,18.4,2.3,3.3,1.5,43015
"622","0532","2009","Jevnaker (-2019)",12187,59.2482690405539,57.147296457427,29.4192929131339,19.8,15.4,15.8,12.5,19,2.5,3.4,1.6,44343
"623","0532","2010","Jevnaker (-2019)",12860,59.5494613124388,57.2230889235569,29.2597319719209,19.6,15.6,16.1,12.7,19.4,2.5,3.3,1.7,46167
"624","0532","2011","Jevnaker (-2019)",12398,59.3649775497113,56.4640543042271,28.7781097656864,19,15.2,16.5,12.9,20,2.6,3.2,2,47599
"625","0532","2012","Jevnaker (-2019)",13500,59.1575663026521,56.7419158023185,28.690421101342,19.9,15.1,17,13.2,20.6,2.7,3.2,2.2,45255
"626","0532","2013","Jevnaker (-2019)",13846,58.8456712672522,55.6511056511056,28.1191806331471,20.8,14.9,16.9,12.8,21,3.1,3.7,2.6,44883
"627","0532","2014","Jevnaker (-2019)",15133,58.5864848109113,55.6838905775076,28.1154082259055,20.7,14.8,17.7,13,22.4,3.1,3.9,2.4,45189
"628","0532","2015","Jevnaker (-2019)",16249,58.0526638089406,55.9255925592559,28.2467040460676,20.4,15.1,17.6,12.7,22.4,3.4,4.1,2.8,46931
"629","0532","2016","Jevnaker (-2019)",17519,58.4554334554335,56.0990158067402,28.3753205611706,20.6,15.4,18.3,13.4,23,3.6,3.9,3.3,49743
"630","0532","2017","Jevnaker (-2019)",18134,58.8483569490503,55.9337081976916,28.2258064516129,20.6,16.1,18.9,13.8,23.9,3.9,4.2,3.7,51286
"631","0533","2008","Lunner (-2019)",13227,61.8881929946648,58.9923023093072,29.413817166783,15.9,21.2,15.6,12.5,18.8,3.8,4.8,2.7,21636
"632","0533","2009","Lunner (-2019)",13417,62.0681605975724,58.3411433926898,29.1159962581852,16,20.9,16.2,12.9,19.4,4,5,3,25027
"633","0533","2010","Lunner (-2019)",14170,61.9312906220984,58.3643988816403,29.1279069767442,16,20.3,17,13.5,20.5,3.9,5,2.9,28202
"634","0533","2011","Lunner (-2019)",13912,62.1198156682028,58.2522021325916,29.0385948694245,15.6,19.9,17.3,13.7,21,4.1,5,3.2,31806
"635","0533","2012","Lunner (-2019)",15639,60.9634174051352,58.9485714285714,29.3869644484959,16.1,19.7,18.2,14.3,22,4.3,5.2,3.4,31479
"636","0533","2013","Lunner (-2019)",15845,60.3964856949763,59.0182391353299,29.5157657657658,17,19,18.7,14.3,23.1,4.4,5.4,3.4,33648
"637","0533","2014","Lunner (-2019)",17227,59.8931671488983,58.6230096434178,29.2001787310098,17.4,19.4,19,14.4,23.6,4.7,5.5,3.9,32598
"638","0533","2015","Lunner (-2019)",17415,59.6265006669631,58.6015538290788,29.3235588137288,17.2,19.6,19.8,14.9,24.6,5,5.7,4.3,34449
"639","0533","2016","Lunner (-2019)",19038,59.0598101964246,58.8300465322402,29.3564794338788,18.1,19.8,19.9,14.9,24.9,5.2,5.8,4.5,35887
"640","0533","2017","Lunner (-2019)",18699,59.2568306010929,58.4905660377358,29.0198237885463,17.8,19.7,19.8,14.6,25.2,5.4,5.9,5,36249
"641","0534","2008","Gran (-2019)",11069,59.7759361571516,55.1026524801439,27.8792933505194,19.7,16.9,14.5,11,17.9,3,3.8,2.1,72275
"642","0534","2009","Gran (-2019)",12442,59.9021257072947,55.4058101227913,27.9942498297647,20.9,16.6,14.8,11.3,18.3,3.1,3.9,2.3,73118
"643","0534","2010","Gran (-2019)",13916,60.1688527061661,55.260029717682,27.8305769662501,20.9,16.2,15.2,11.5,18.8,3.2,4,2.4,74497
"644","0534","2011","Gran (-2019)",14273,60.0511201323109,55.4769276131505,28.0110168229865,20.6,16.8,15.7,12.1,19.2,3.3,4,2.6,74581
"645","0534","2012","Gran (-2019)",14537,59.8745144905886,55.5817031916458,28.0071148002668,20,16,16,12.2,19.7,3.4,4,2.9,77662
"646","0534","2013","Gran (-2019)",13883,59.6467794597804,55.1379917792132,27.719557195572,21.2,15.9,16.2,12.3,20,3.6,4.1,3.1,79739
"647","0534","2014","Gran (-2019)",15554,59.6153846153846,55.3234993427779,27.8386124788712,21.6,16.2,16.7,12.8,20.6,3.9,4.4,3.5,83737
"648","0534","2015","Gran (-2019)",17093,58.8606665687858,55.3535059645039,27.8041651443186,21.4,16.3,16.8,12.4,21.1,4.2,4.5,3.9,84366
"649","0534","2016","Gran (-2019)",17292,58.6542718016822,54.9002601908066,27.7327491785323,21.3,16.7,17.3,12.8,21.7,4.1,4.5,3.8,85251
"650","0534","2017","Gran (-2019)",18765,58.2648267762772,54.7643219724438,27.547968191435,21.3,17.1,17.6,12.8,22.3,4.4,4.6,4.1,88054
"651","0536","2008","Søndre Land (-2019)",7319,58.8536335721597,56.7419575633128,28.3273534939347,24.5,9.6,13.5,9.5,17.4,2.5,3.1,1.9,26623
"652","0536","2009","Søndre Land (-2019)",7535,58.7431693989071,56.5005228302544,27.9627393479386,24.7,9.7,14.1,9.8,18.5,2.5,3,2,27711
"653","0536","2010","Søndre Land (-2019)",8468,59.1186440677966,56.5186997553303,27.8265358802272,26,10,14.1,9.7,18.5,2.5,3.1,1.9,28336
"654","0536","2011","Søndre Land (-2019)",8942,59.63794837412,55.7463209530484,27.2571526469077,25.4,9.6,14.6,10.2,19.1,2.4,3,1.8,29711
"655","0536","2012","Søndre Land (-2019)",7832,60.0409137401978,55.4101838755304,27.2001388647804,25.9,9,15,10.2,19.8,2.6,3.3,1.9,32548
"656","0536","2013","Søndre Land (-2019)",9062,59.2350103376981,56.015708675473,27.5118358758548,26.3,9.4,14.9,10.5,19.5,2.8,3.3,2.2,32729
"657","0536","2014","Søndre Land (-2019)",10017,59.0175197526623,56.5591397849462,27.6793544992107,26.4,9.3,15.5,11,20.3,3.2,3.5,2.9,32231
"658","0536","2015","Søndre Land (-2019)",9752,59.6644295302013,56.1604584527221,27.1656271656272,25,10.1,15.9,11.2,20.7,3.5,3.8,3.2,33651
"659","0536","2016","Søndre Land (-2019)",10862,58.9605129935876,56.2075134168157,27.2837790899618,24.3,9.6,16.8,11.9,22,3.5,3.9,3,32118
"660","0536","2017","Søndre Land (-2019)",12529,58.6466165413534,56.5747044070226,27.6193807941228,24.3,10.9,17,11.8,22.5,3.7,3.9,3.4,32677
"661","0538","2008","Nordre Land (-2019)",8305,58.5321100917431,55.5258467023173,28.1645569620253,25.3,10.1,12.4,9,15.7,1.7,2.2,1.2,74818
"662","0538","2009","Nordre Land (-2019)",8993,59.0079123554474,55.4507955215085,28.1736526946108,25.9,9.7,12.5,8.9,16,1.7,2.2,1.2,77542
"663","0538","2010","Nordre Land (-2019)",9069,58.897014015844,55.3392330383481,28.1175059952038,25.4,9.8,12.9,9.1,16.6,1.8,2.3,1.3,76676
"664","0538","2011","Nordre Land (-2019)",10237,58.5883065737655,54.8462664714495,27.8886241810602,26,9.9,13.3,9.7,16.8,1.8,2.3,1.4,77448
"665","0538","2012","Nordre Land (-2019)",10586,58.622754491018,54.3173862310385,27.5118203309693,26.2,9.6,13.5,9.7,17.3,1.9,2.3,1.6,76987
"666","0538","2013","Nordre Land (-2019)",10002,58.0132052821128,54.2907180385289,27.5229357798165,26.3,9.6,14.1,10.1,17.9,2,2.3,1.7,75862
"667","0538","2014","Nordre Land (-2019)",10237,58.9016294508147,54.3709391612522,27.4776119402985,26.1,10.3,14.7,10.7,18.6,2.2,2.5,2,77981
"668","0538","2015","Nordre Land (-2019)",10400,58.5590949687407,54.5104998521148,27.3442136498516,25.5,10.5,14.9,10.7,19.2,2.4,2.5,2.3,73680
"669","0538","2016","Nordre Land (-2019)",11235,58.8148148148148,54.4431279620853,27.2255962079692,25.6,10.3,15.1,10.6,19.7,2.6,2.7,2.4,77636
"670","0538","2017","Nordre Land (-2019)",13683,58.2716780112459,54.3311726576311,27.225749298686,25.1,10.8,15.6,11,20.2,2.8,2.8,2.7,78248
"671","0542","2008","Nord-Aurdal (-2019)",10035,60.2215189873418,57.5702075702076,29.3039154754506,23,13.6,16.2,12.4,19.9,3,4,2.1,132919
"672","0542","2009","Nord-Aurdal (-2019)",11109,60.8040201005025,57.5145393327211,29.1272670903736,23.7,13.4,16.7,13.3,20.1,3.1,4.1,2.1,136836
"673","0542","2010","Nord-Aurdal (-2019)",10499,60.690737833595,57.6160990712074,29.0101325019486,23.3,13.3,16.9,13.3,20.3,3.4,4.4,2.5,137055
"674","0542","2011","Nord-Aurdal (-2019)",10440,60.1758793969849,57.8931013051585,29.1002811621368,24.1,12.9,17,12.6,21.3,3.3,4.3,2.4,133331
"675","0542","2012","Nord-Aurdal (-2019)",13204,59.5364860632634,57.4961360123648,28.9359054138146,24.5,12.3,17.4,12.9,21.7,3.6,4.4,2.8,134446
"676","0542","2013","Nord-Aurdal (-2019)",12450,59.2035120727501,57.0314936077331,28.5959974984365,25,11.9,17.7,13,22.4,3.7,4.3,3.2,139271
"677","0542","2014","Nord-Aurdal (-2019)",12577,59.1364205256571,57.4045327538032,28.814087579866,25.8,11.9,18.2,13.6,22.8,4.2,4.6,3.7,140551
"678","0542","2015","Nord-Aurdal (-2019)",12239,58.3462853590301,56.9405971068021,28.6111970306217,25.4,12.1,18.5,13.4,23.5,4.2,4.5,3.9,146189
"679","0542","2016","Nord-Aurdal (-2019)",11943,57.4876237623762,56.2306261624303,28.0891917002168,24.2,13.2,19.1,13.7,24.4,4.3,4.9,3.7,153459
"680","0542","2017","Nord-Aurdal (-2019)",16356,57.4984634296251,55.3770086526576,27.6117103235747,23.5,13.3,19.6,14,25.3,4.5,4.6,4.3,154808
"681","0602","2008","Drammen (-2019)",17148,62.1853877246017,58.9857998957791,30.1122287804473,20.8,17.7,20.7,18.7,22.6,5.4,7.2,3.7,83968
"682","0602","2009","Drammen (-2019)",17241,62.0537491705375,59.1620022389253,30.1229541568276,21.1,17.7,21.2,19.1,23.2,5.7,7.5,4,84570
"683","0602","2010","Drammen (-2019)",18717,61.8531889290012,59.0024827932996,30.0067129111658,21,17.9,21.7,19.3,24,6,7.7,4.4,84350
"684","0602","2011","Drammen (-2019)",20961,61.7025365103766,59.0024105321713,30.0273662357271,21,17.7,22.1,19.5,24.5,6.4,8,4.9,87223
"685","0602","2012","Drammen (-2019)",22467,61.4645179530676,58.6619460383348,29.7537037323715,20.9,17.8,22.5,19.9,25,6.9,8.4,5.4,89513
"686","0602","2013","Drammen (-2019)",23640,61.3282579766657,58.5042219541616,29.6305347242375,21.6,17.2,22.9,20.2,25.4,7.1,8.6,5.7,89539
"687","0602","2014","Drammen (-2019)",24474,61.1436592212865,58.3158901979547,29.4529857734014,22.1,17.4,23.2,20.5,25.9,7.8,9.2,6.5,92289
"688","0602","2015","Drammen (-2019)",26616,61.0878282630325,58.2321486602263,29.4123791333413,21.9,17.4,23.5,20.4,26.4,8.4,9.7,7.1,93854
"689","0602","2016","Drammen (-2019)",29114,60.8637498513851,58.2698315377653,29.3953899403491,21.9,17.6,23.8,20.6,26.9,8.7,9.9,7.6,94636
"690","0602","2017","Drammen (-2019)",31973,60.8395324123273,57.9986661640618,29.2585170340681,21.3,18.1,24.1,20.8,27.4,9,10.1,8,96469
"691","0604","2008","Kongsberg (-2019)",16291,62.0857780348732,59.4233355749832,29.4578488977789,17,24.5,23.9,22.3,25.4,8,11.5,4.5,74047
"692","0604","2009","Kongsberg (-2019)",16388,61.9589977220957,59.1033170651005,29.3056068249867,16.9,24.5,24.5,22.7,26.3,8.2,11.6,4.8,73597
"693","0604","2010","Kongsberg (-2019)",17768,61.6697380017627,58.9879833237963,29.1980254106984,17.1,24.7,24.8,22.8,26.8,8.5,11.9,5.2,74430
"694","0604","2011","Kongsberg (-2019)",18539,61.0685212992966,58.9129211224572,29.2028696691909,17.2,24.4,25.2,23.2,27.3,9.2,12.5,5.8,74626
"695","0604","2012","Kongsberg (-2019)",19702,61.0908526650632,58.6100079428118,28.9611052239099,16.8,24.5,25.4,23.4,27.5,9.7,13,6.4,75243
"696","0604","2013","Kongsberg (-2019)",20686,60.9264470981973,58.3124018838305,28.6978019855526,17.4,24.1,25.8,23.5,28.2,10,13,6.8,74750
"697","0604","2014","Kongsberg (-2019)",21583,60.6770056665673,58.0652608896414,28.5730515791865,17.2,23.7,26.1,23.6,28.6,10.9,13.7,8,76889
"698","0604","2015","Kongsberg (-2019)",20834,60.5562112717616,57.6814899277841,28.4077720789188,17.9,23.5,26.1,23.2,29,11.3,14.2,8.3,78690
"699","0604","2016","Kongsberg (-2019)",20696,59.8117887365042,57.5197294250282,28.3308036871136,17.8,23.1,26.2,23.3,29.3,11.1,13.6,8.6,80654
"700","0604","2017","Kongsberg (-2019)",21859,59.6435299231995,57.469807663635,28.3252498530276,17.7,21.7,26.5,23.3,29.8,10.9,13.3,8.5,80996
